5,0.0,0.1
10,0.0,0.3
15,0.0,0.3
20,0.0,0.3
25,0.0,0.3
30,0.0,0.5
35,0.0,0.5
40,0.0,0.5
45,0.0,0.6
50,0.0,0.6
55,0.0,0.7
60,0.0,0.7
65,0.0,0.8
70,0.0,0.8
75,0.0,0.8
80,0.0,0.9
85,0.0,0.9
90,0.0,1.0
95,0.0,1.0
100,0.0,1.1
105,0.0,1.1
110,0.0,1.1
115,0.0,1.1
120,0.0,1.1
125,0.0,1.2
130,0.0,1.2
135,0.0,1.2
140,0.0,1.2
145,0.0,1.4
150,0.0,1.4
155,0.0,1.5
160,0.0,1.5
165,0.0,1.5
170,0.0,1.6
175,0.0,1.6
180,0.0,1.6
185,0.0,1.6
190,0.0,1.7
195,0.0,1.7
200,0.0,1.7
205,0.0,1.8
210,0.0,2.0
215,0.0,2.0
220,0.0,2.0
225,0.0,2.1
230,0.0,2.2
235,0.0,2.2
240,0.0,2.3
245,0.0,2.3
250,0.0,2.3
255,0.0,2.5
260,0.0,2.5
265,0.0,2.5
270,0.0,2.5
275,0.0,2.6
280,0.0,2.6
285,0.0,2.8
290,0.0,2.8
295,0.0,2.9
300,0.0,2.9
305,0.0,3.0
310,0.0,3.1
315,0.0,3.1
320,0.0,3.3
325,0.0,3.3
330,0.0,3.3
335,0.3,3.4
340,0.3,3.4
345,0.3,3.6
350,0.3,3.6
355,0.3,3.7
360,0.3,3.7
365,0.3,3.8
370,0.3,3.8
375,0.3,3.8
380,0.3,3.9
385,0.3,4.0
390,0.3,4.0
395,0.3,4.2
400,0.3,4.2
405,0.3,4.3
410,0.3,4.3
415,0.3,4.3
420,0.2,4.4
425,0.2,4.4
430,0.2,4.4
435,0.2,4.4
440,0.2,4.6
445,0.2,4.6
450,0.2,4.7
455,0.2,4.7
460,0.2,4.8
465,0.2,4.8
470,0.2,4.9
475,0.2,4.9
480,0.2,5.0
485,0.2,5.0
490,0.2,5.1
495,0.2,5.1
500,0.2,5.2
505,0.2,5.2
510,0.2,5.3
515,0.2,5.3
520,0.2,5.5
525,0.2,5.5
530,0.2,5.7
535,0.2,5.8
540,0.2,5.8
545,0.2,5.8
550,0.2,5.8
555,0.2,5.9
560,0.2,6.0
565,0.2,6.0
570,0.2,6.1
575,0.2,6.1
580,0.2,6.1
585,0.2,6.3
590,0.2,6.3
595,0.2,6.4
600,0.2,6.4
605,0.2,6.5
610,0.2,6.5
615,0.2,6.5
620,0.2,6.7
625,0.2,6.7
630,0.2,6.8
635,0.2,6.8
640,0.1,6.8
645,0.1,6.8
650,0.1,6.9
655,0.1,6.9
660,0.1,7.0
665,0.1,7.0
670,0.1,7.2
675,0.1,7.2
680,0.1,7.2
685,0.1,7.3
690,0.1,7.3
695,0.1,7.5
700,0.1,7.5
705,0.1,7.6
710,0.1,7.6
715,0.1,7.7
720,0.1,7.7
725,0.1,7.7
730,0.1,7.7
735,0.1,7.9
740,0.1,7.9
745,0.1,7.9
750,0.1,7.9
755,0.1,7.9
760,0.1,8.0
765,0.1,8.0
770,0.1,8.1
775,0.1,8.1
780,0.1,8.3
785,0.1,8.3
790,0.1,8.4
795,0.1,8.4
800,0.1,8.6
805,0.1,8.6
810,0.1,8.7
815,0.1,8.7
820,0.1,8.8
825,0.1,8.8
830,0.1,8.8
835,0.1,9.0
840,0.1,9.0
845,0.1,9.1
850,0.1,9.1
855,0.1,9.3
860,0.1,9.3
865,0.1,9.4
870,0.1,9.4
875,0.1,9.5
880,0.1,9.5
885,0.1,9.6
890,0.1,9.6
895,0.1,9.6
900,0.1,9.8
