5,43.1,6.5
10,44.4,6.5
15,44.7,6.5
20,46.9,6.5
25,46.6,6.5
30,46.4,6.5
35,41.8,0.0
40,37.3,0.0
45,33.0,0.0
50,30.1,0.0
55,27.2,0.0
60,25.2,0.0
65,23.5,0.0
70,22.0,0.0
75,20.6,0.0
80,19.5,0.0
85,18.2,0.0
90,17.3,0.0
95,16.5,0.0
100,15.7,0.0
105,14.9,0.0
110,14.3,6.8
115,15.6,6.8
120,16.8,6.8
125,17.9,6.8
130,18.9,6.8
135,19.8,6.8
140,20.0,0.0
145,19.3,0.0
150,18.7,0.0
155,18.1,0.0
160,17.6,0.0
165,17.1,0.0
170,16.5,0.0
175,16.1,0.0
180,15.7,0.0
185,15.3,0.0
190,14.9,0.0
195,14.5,0.0
200,14.2,0.0
205,13.8,0.0
210,13.4,0.0
215,13.1,0.0
220,13.1,9.4
225,15.2,9.4
230,14.7,9.4
235,14.7,0.0
240,14.4,0.0
245,14.1,0.0
250,13.9,0.0
255,13.6,0.0
260,13.3,0.0
265,13.1,0.0
270,12.8,0.0
275,12.6,0.0
280,12.3,0.0
285,12.1,0.0
290,11.9,0.0
295,11.6,7.1
300,12.1,9.6
305,12.2,9.6
310,12.4,9.6
315,13.4,9.6
320,13.6,0.0
325,13.5,0.0
330,13.3,0.0
335,13.1,0.0
340,12.9,0.0
345,12.8,0.0
350,12.6,0.0
355,12.4,0.0
360,12.3,0.0
365,12.1,0.0
370,11.9,0.0
375,11.8,0.0
380,11.5,0.0
385,11.4,9.3
390,11.6,9.3
395,12.1,9.3
400,12.6,9.3
405,13.2,9.3
410,13.6,9.3
415,13.9,0.0
420,13.7,0.0
425,13.6,0.0
430,13.4,0.0
435,13.3,0.0
440,13.1,0.0
445,13.0,0.0
450,12.8,0.0
455,12.6,0.0
460,12.5,0.0
465,12.4,0.0
470,12.3,0.0
475,12.1,0.0
480,12.0,0.0
485,11.9,6.9
490,12.6,6.9
495,12.9,6.9
500,13.4,6.9
505,13.8,6.9
510,14.3,6.9
515,14.6,6.9
520,14.5,0.0
525,14.4,0.0
530,14.2,0.0
535,14.1,0.0
540,13.9,0.0
545,13.8,0.0
550,13.7,0.0
555,13.5,0.0
560,13.4,0.0
565,13.3,0.0
570,13.4,8.1
575,13.7,8.1
580,14.0,8.1
585,14.3,8.1
590,14.8,8.1
595,15.1,8.1
600,15.2,0.0
605,15.1,0.0
610,15.0,0.0
615,14.9,0.0
620,14.8,0.0
625,14.6,0.0
630,14.5,0.0
635,14.4,0.0
640,14.3,0.0
645,14.2,0.0
650,14.1,0.0
655,14.0,0.0
660,13.9,0.0
665,13.8,0.0
670,13.7,0.0
675,13.6,0.0
680,13.6,6.0
685,13.9,6.0
690,14.3,6.0
695,14.6,6.0
700,14.7,6.0
705,14.8,6.0
710,14.9,6.0
715,15.0,0.0
720,14.9,0.0
725,14.9,0.0
730,14.8,0.0
735,14.7,0.0
740,14.6,0.0
745,14.5,0.0
750,14.4,0.0
755,14.3,0.0
760,14.2,0.0
765,14.1,0.0
770,14.0,0.0
775,14.0,0.0
780,13.9,0.0
785,13.8,0.0
790,13.7,0.0
795,13.8,8.6
800,13.9,8.6
805,14.0,8.6
810,14.1,8.6
815,14.2,8.6
820,14.3,8.6
825,14.4,8.6
830,14.4,0.0
835,14.3,0.0
840,14.2,0.0
845,14.1,0.0
850,14.1,0.0
855,14.0,0.0
860,13.9,0.0
865,13.9,0.0
870,13.8,0.0
875,13.7,0.0
880,13.6,0.0
885,13.6,0.0
890,13.5,0.0
895,13.4,0.0
900,13.5,7.7
